YYYY-MM-DDTHH:MM:SS.S (UTC),Preferred Latitude,Preferred Longitude,Depth (km),Method,Magnitude,Strike,Dip,Rake,Err
2019-06-22T03:27:58.360000Z,-42.821517,171.612256,1.035,HypoDD,0.21,NA,NA,NA,NA
2019-06-22T04:57:03.900000Z,-42.814372,171.628044,5.563,HypoDD,0.63,NA,NA,NA,NA
2019-06-22T05:21:58.010000Z,-42.814075,171.821729,13.584,HypoDD,0.88,NA,NA,NA,NA
2019-06-22T05:29:46.120000Z,-42.813607,171.627295,5.465,HypoDD,0.65,NA,NA,NA,NA
2019-06-22T05:43:42.830000Z,-42.706576,171.71639,7.824,HypoDD,0.25,NA,NA,NA,NA
2019-06-22T07:53:58.020000Z,-42.766402,171.768018,8.373,HypoDD,0.43,NA,NA,NA,NA
2019-06-22T08:41:55.790000Z,-42.705062,171.712858,7.834,HypoDD,0.6,NA,NA,NA,NA
2019-06-22T12:27:13.840000Z,-42.828483,171.822884,6.626,HypoDD,0.6,NA,NA,NA,NA
2019-06-22T17:48:09.880000Z,-42.863774,171.621143,6.565,HypoDD,0.23,NA,NA,NA,NA
2019-06-22T19:13:57.031004Z,-42.762332,171.662662,5.718,NonLinLoc,0.09,NA,NA,NA,NA
2019-06-22T22:29:40.880000Z,-42.708004,171.702783,6.127,HypoDD,-0.15,NA,NA,NA,NA
2019-06-22T22:46:20.212689Z,-42.720158,171.73967,6.455,NonLinLoc,0.44,NA,NA,NA,NA
2019-06-22T23:45:17.920000Z,-42.846346,171.44362,3.629,HypoDD,0.35,NA,NA,NA,NA
2019-06-23T07:14:59.610000Z,-42.884757,171.720101,9.181,HypoDD,0.68,NA,NA,NA,NA
2019-06-24T10:33:17.220000Z,-42.875065,171.60931,5.932,HypoDD,0.27,NA,NA,NA,NA
2019-06-25T00:05:07.950000Z,-42.804569,171.615706,3.081,HypoDD,0.02,NA,NA,NA,NA
2019-06-25T05:50:45.900000Z,-42.761536,171.681364,6.092,HypoDD,0.04,NA,NA,NA,NA
2019-06-25T17:15:51.240000Z,-42.815845,171.611589,1.17,HypoDD,0.02,NA,NA,NA,NA
2019-06-25T17:56:03.700000Z,-42.882585,171.351546,10.639,HypoDD,0.68,NA,NA,NA,NA
2019-06-25T21:37:08.020000Z,-42.660913,171.916797,10.715,HypoDD,1.01,NA,NA,NA,NA
2019-06-26T08:14:00.847629Z,-42.886154,171.589485,5.978,NonLinLoc,0.72,NA,NA,NA,NA
2019-06-26T09:43:51.040000Z,-42.815776,171.363721,4.614,HypoDD,1,228.9249,11.57329,-155.545,29.4330175406798
2019-06-26T12:13:13.910000Z,-42.676449,171.923112,12.625,HypoDD,0.72,NA,NA,NA,NA
2019-06-27T03:40:55.940000Z,-42.620052,171.828499,9.863,HypoDD,1.17,NA,NA,NA,NA
2019-06-27T06:43:41.010000Z,-42.660901,171.885335,11.439,HypoDD,0.56,166.3302,83.00018,-13.9158,30.0117229130871
2019-06-27T20:44:16.000000Z,-42.881368,171.714844,10.752,HypoDD,0.55,NA,NA,NA,NA
2019-06-27T21:50:18.920000Z,-42.770288,171.657471,5.161,HypoDD,-0.15,NA,NA,NA,NA
2019-06-28T02:39:16.326274Z,-42.719455,171.727422,10.574,NonLinLoc,0.09,NA,NA,NA,NA
2019-06-28T09:46:52.605160Z,-42.706286,171.839738,8.84,NonLinLoc,0.3,NA,NA,NA,NA
2019-06-28T11:13:27.360000Z,-42.770235,171.777702,6.358,HypoDD,0.63,NA,NA,NA,NA
2019-06-28T20:35:02.800000Z,-42.696956,171.879687,9.503,HypoDD,0.73,NA,NA,NA,NA
2019-06-28T23:52:08.760000Z,-42.696098,171.877881,9.984,HypoDD,0.96,NA,NA,NA,NA
2019-06-29T02:25:01.830000Z,-42.695374,171.878923,9.754,HypoDD,0.82,NA,NA,NA,NA
2019-06-29T04:47:20.960000Z,-42.874076,171.56263,8.516,HypoDD,0.55,NA,NA,NA,NA
2019-06-29T07:26:46.040000Z,-42.755245,171.684489,6.082,HypoDD,0.01,NA,NA,NA,NA
2019-06-29T12:44:15.870000Z,-42.704456,171.795394,10.26,HypoDD,0.13,NA,NA,NA,NA
2019-06-29T19:00:29.160000Z,-42.665592,171.884245,9.928,HypoDD,0.61,NA,NA,NA,NA
2019-06-29T19:28:36.960000Z,-42.738212,171.761442,14.242,HypoDD,0.51,NA,NA,NA,NA
2019-06-29T21:31:56.180000Z,-42.744316,171.783105,11.336,HypoDD,0.65,NA,NA,NA,NA
2019-06-29T22:25:12.040000Z,-42.695927,171.881136,9.995,HypoDD,1.32,195.3952,79.07063,30.7122,28.9490199447582
2019-06-30T00:04:24.680000Z,-42.679561,171.858708,10.931,HypoDD,0.26,NA,NA,NA,NA
2019-06-30T08:33:20.432501Z,-42.754304,171.625313,7.929,NonLinLoc,0.01,NA,NA,NA,NA
2019-06-30T10:05:24.460000Z,-42.718136,171.711003,13.491,HypoDD,0.1,NA,NA,NA,NA
2019-06-30T16:34:44.770000Z,-42.687459,171.881234,9.427,HypoDD,0.62,NA,NA,NA,NA
2019-06-30T17:11:58.200000Z,-42.751021,171.741585,10.287,HypoDD,1.5,178.8891,50.64715,14.99581,27.5479290880143
2019-06-30T17:38:17.960000Z,-42.86746,171.614404,8.015,HypoDD,0.23,NA,NA,NA,NA
2019-06-30T22:44:23.280000Z,-42.737402,171.669938,4.779,HypoDD,0.42,NA,NA,NA,NA
2019-07-01T06:47:22.770000Z,-42.709338,171.725309,9.506,HypoDD,0.05,NA,NA,NA,NA
2019-07-01T09:45:45.060000Z,-42.748332,171.732357,9.762,HypoDD,0.57,NA,NA,NA,NA
2019-07-01T16:41:25.290000Z,-42.687297,171.853613,14.91,HypoDD,0.68,NA,NA,NA,NA
2019-07-02T08:39:24.500000Z,-42.762252,171.634245,7.971,HypoDD,0.51,NA,NA,NA,NA
2019-07-02T10:12:15.808718Z,-42.674988,171.909564,8.406,NonLinLoc,0.61,NA,NA,NA,NA
2019-07-02T10:47:11.200000Z,-42.75068,171.746159,10.043,HypoDD,1.79,178.4926,52.22104,13.64899,27.2279756730841
2019-07-02T10:47:43.669204Z,-42.753546,171.753175,6.975,NonLinLoc,1.21,71.45998,60.13648,125.71,29.0042634352848
2019-07-02T11:20:56.770000Z,-42.662927,171.885563,12.103,HypoDD,0.43,NA,NA,NA,NA
2019-07-02T15:57:10.432652Z,-42.732311,171.75916,6.629,NonLinLoc,1.17,NA,NA,NA,NA
2019-07-03T14:39:07.480000Z,-42.664653,171.665202,6.13,HypoDD,0.69,238.1627,16.81842,18.06361,28.6479853415819
2019-07-03T15:45:54.840000Z,-42.710771,171.662549,6.898,HypoDD,0.32,NA,NA,NA,NA
2019-07-03T16:48:13.430551Z,-42.732699,171.753109,7.713,NonLinLoc,0.21,NA,NA,NA,NA
2019-07-03T19:37:03.200000Z,-42.771305,171.672738,7.582,HypoDD,0.5,NA,NA,NA,NA
2019-07-04T10:32:36.010000Z,-42.750431,171.740348,10.18,HypoDD,1.1,NA,NA,NA,NA
2019-07-04T22:35:54.822104Z,-42.877648,171.954918,10.574,NonLinLoc,1.44,190.6761,45.88526,82.01534,28.0778927099632
2019-07-05T03:35:34.070000Z,-42.724117,171.70516,9.638,HypoDD,1.07,NA,NA,NA,NA
2019-07-05T12:07:17.270000Z,-42.750736,171.744906,10.102,HypoDD,1.55,349.9106,56.18641,-29.0584,29.1479720758912
2019-07-05T14:02:11.890000Z,-42.949382,171.456657,13.267,HypoDD,0.94,NA,NA,NA,NA
2019-07-05T17:33:12.920000Z,-42.662878,171.872998,10.25,HypoDD,0.89,NA,NA,NA,NA
2019-07-05T19:30:43.920000Z,-42.897359,171.431429,6.891,HypoDD,0.44,NA,NA,NA,NA
2019-07-06T03:29:04.790000Z,-42.685775,171.864632,12.241,HypoDD,0.19,NA,NA,NA,NA
2019-07-06T06:51:46.100000Z,-42.62937,171.834619,11.351,HypoDD,0.92,NA,NA,NA,NA
2019-07-06T08:35:04.175691Z,-42.72837,171.634938,-1.913,NonLinLoc,0.07,NA,NA,NA,NA
2019-07-06T16:08:53.970000Z,-42.760132,171.482894,6.29,HypoDD,0.49,50.28545,79.69634,-145.06,28.5705171871636
2019-07-06T18:41:51.660000Z,-42.901021,171.43016,7.304,HypoDD,0.43,NA,NA,NA,NA
2019-07-07T02:55:30.970000Z,-42.753027,171.786654,7.959,HypoDD,0.44,NA,NA,NA,NA
2019-07-07T02:56:16.070000Z,-42.629016,171.833382,11.341,HypoDD,1.27,174.1947,78.22911,63.24948,30.802785229233
2019-07-07T06:09:43.080000Z,-42.750269,171.744092,10.102,HypoDD,0.62,NA,NA,NA,NA
2019-07-07T09:48:06.850000Z,-42.627873,171.83763,11.425,HypoDD,0.66,NA,NA,NA,NA
2019-07-07T12:57:32.457265Z,-42.735363,171.688412,6.108,NonLinLoc,-0.1,NA,NA,NA,NA
2019-07-07T13:07:53.790000Z,-42.884229,171.855485,4.022,HypoDD,0.39,NA,NA,NA,NA
2019-07-07T21:43:07.685003Z,-42.781107,171.694999,6.802,NonLinLoc,0.41,NA,NA,NA,NA
2019-07-08T00:02:03.467070Z,-42.731405,171.773279,6.932,NonLinLoc,0.13,NA,NA,NA,NA
2019-07-08T01:30:38.980000Z,-42.981201,171.76888,8.018,HypoDD,1.02,NA,NA,NA,NA
2019-07-08T02:04:26.065414Z,-42.748606,171.551651,14.39,NonLinLoc,1.07,NA,NA,NA,NA
2019-07-08T12:37:10.026038Z,-42.866822,171.333281,6.542,NonLinLoc,0.65,NA,NA,NA,NA
2019-07-08T21:30:06.200000Z,-42.632214,171.419124,8.692,HypoDD,0.61,NA,NA,NA,NA
2019-07-08T21:50:06.617325Z,-42.764737,171.764456,-1.913,NonLinLoc,0.43,NA,NA,NA,NA
2019-07-09T05:17:18.080000Z,-42.628646,171.830355,11.05,HypoDD,1.02,190.5783,87.78456,73.64794,29.4516670560979
2019-07-09T06:44:10.020000Z,-42.754728,171.676188,7.114,HypoDD,0.31,NA,NA,NA,NA
2019-07-09T12:42:48.040000Z,-42.781726,171.487207,2.523,HypoDD,-0.25,NA,NA,NA,NA
2019-07-09T16:09:05.190000Z,-42.752258,171.741455,10.465,HypoDD,1.62,344.2856,71.2343,-10.8425,28.2617704462836
2019-07-09T19:32:58.920000Z,-42.630326,171.83514,11.079,HypoDD,0.83,NA,NA,NA,NA
2019-07-09T21:04:37.080000Z,-42.785775,171.630941,7.623,HypoDD,0.78,19.81132,74.18791,18.1432,28.6091365190455
2019-07-10T02:08:13.080000Z,-42.724768,171.748812,7.877,HypoDD,1.63,196.5387,77.61871,-23.0992,26.4558777297949
2019-07-10T04:01:14.830000Z,-42.723901,171.7507,8.053,HypoDD,0.59,NA,NA,NA,NA
2019-07-10T05:11:46.910000Z,-42.62913,171.833268,11.322,HypoDD,0.89,NA,NA,NA,NA
2019-07-10T09:33:53.087035Z,-42.732182,171.761177,5.111,NonLinLoc,0.13,NA,NA,NA,NA
2019-07-10T12:46:07.130000Z,-42.880554,171.740527,11.661,HypoDD,0.81,NA,NA,NA,NA
2019-07-10T13:12:40.060000Z,-42.628129,171.835612,11.295,HypoDD,1.23,161.3219,76.41176,74.44225,30.014183287816
2019-07-10T13:43:27.920000Z,-42.628955,171.83654,11.06,HypoDD,0.72,NA,NA,NA,NA
2019-07-10T19:28:13.140000Z,-42.890279,171.735189,9.502,HypoDD,1.64,216.1735,81.21963,133.897,26.8898658658486
2019-07-10T19:35:28.960000Z,-42.758171,171.690576,9.806,HypoDD,0.67,NA,NA,NA,NA
2019-07-10T22:24:45.660000Z,-42.703044,171.811637,8.93,HypoDD,0.44,NA,NA,NA,NA
2019-07-11T04:10:22.100000Z,-42.704614,171.845964,10.382,HypoDD,0.47,NA,NA,NA,NA
2019-07-11T21:32:27.220000Z,-42.612919,171.900212,11.561,HypoDD,1,NA,NA,NA,NA
2019-07-12T13:56:24.620000Z,-42.81073,171.462646,10.693,HypoDD,0.96,NA,NA,NA,NA
2019-07-12T19:57:01.800000Z,-42.808537,171.462598,8.985,HypoDD,0.58,NA,NA,NA,NA
2019-07-13T04:28:59.940000Z,-42.759444,171.481868,6.238,HypoDD,0.63,159.0643,76.57488,14.51808,28.8036437402268
2019-07-13T10:08:04.900000Z,-42.764726,171.496615,5.369,HypoDD,0.76,NA,NA,NA,NA
2019-07-13T21:26:11.920000Z,-42.62926,171.827718,11.16,HypoDD,1.14,NA,NA,NA,NA
2019-07-14T10:16:50.870000Z,-42.724902,171.749414,7.894,HypoDD,1.12,186.6204,60.17271,1.719286,27.4915214539747
2019-07-15T04:44:13.860000Z,-42.682609,171.930127,11.984,HypoDD,0.59,NA,NA,NA,NA
2019-07-15T07:03:32.144584Z,-42.863957,171.587308,7.409,NonLinLoc,0.73,NA,NA,NA,NA
2019-07-15T19:58:43.120000Z,-42.971431,171.760954,14.606,HypoDD,1.59,111.6393,52.72511,37.62622,30.4105125825339
2019-07-16T11:05:53.050000Z,-42.868587,171.688037,10.573,HypoDD,0.71,NA,NA,NA,NA
2019-07-16T13:04:29.730000Z,-42.72371,171.747233,7.978,HypoDD,0.92,148.8279,62.75983,-8.81835,29.6243855562814
2019-07-16T18:12:32.880000Z,-42.722941,171.748454,7.994,HypoDD,0.85,NA,NA,NA,NA
2019-07-16T20:44:36.927824Z,-42.629185,171.556261,1.035,NonLinLoc,0.6,NA,NA,NA,NA
2019-07-16T23:18:03.040000Z,-42.750431,171.756885,8.547,HypoDD,0.81,NA,NA,NA,NA
2019-07-17T02:03:59.070000Z,-42.798051,171.648405,7.347,HypoDD,0.8,NA,NA,NA,NA
2019-07-17T07:55:04.471068Z,-42.611428,171.554534,-1.913,NonLinLoc,0.6,NA,NA,NA,NA
2019-07-17T14:45:12.080000Z,-42.722807,171.746712,7.96,HypoDD,1.39,55.86985,77.56976,155.5596,26.9902446396041
2019-07-18T15:39:05.070000Z,-42.761967,171.723356,12.282,HypoDD,1.41,3.983345,61.87206,84.06265,28.8559369840518
2019-07-19T04:42:35.770000Z,-42.74421,171.728337,8.532,HypoDD,0.84,236.9368,83.9022,-144.653,30.6880297441705
2019-07-19T06:23:14.700000Z,-42.764209,171.456169,4.564,HypoDD,0.24,NA,NA,NA,NA
2019-07-19T09:49:56.040000Z,-42.617289,171.870524,10.449,HypoDD,0.57,NA,NA,NA,NA
2019-07-19T12:23:46.890000Z,-42.804948,171.719775,3.202,HypoDD,0.11,NA,NA,NA,NA
2019-07-19T13:03:12.960000Z,-42.628182,171.830859,11.07,HypoDD,1.02,161.5919,80.59786,95.83213,30.3041164131118
2019-07-19T14:45:42.860000Z,-42.721545,171.745475,8.059,HypoDD,0.54,NA,NA,NA,NA
2019-07-19T22:43:12.820000Z,-42.773429,171.609652,9.194,HypoDD,0.05,NA,NA,NA,NA
2019-07-20T10:52:50.810000Z,-42.724569,171.747461,7.455,HypoDD,0.57,343.5003,71.30024,-1.57585,31.4814098291363
2019-07-20T14:14:18.010000Z,-42.724784,171.749609,7.939,HypoDD,1.39,266.9634,83.28407,-163.22,26.3783811022893
2019-07-20T18:09:45.940000Z,-42.62793,171.831494,11.127,HypoDD,0.8,NA,NA,NA,NA
2019-07-20T19:07:13.960000Z,-42.925891,171.601009,6.562,HypoDD,0.78,NA,NA,NA,NA
2019-07-20T23:17:58.000000Z,-42.929089,171.604199,6.908,HypoDD,0.65,NA,NA,NA,NA
2019-07-21T00:52:52.030000Z,-42.687565,171.896549,10.275,HypoDD,1.26,195.965,80.98494,15.30741,29.6779262372896
2019-07-21T01:33:01.820000Z,-42.777014,171.737809,10.009,HypoDD,0.35,NA,NA,NA,NA
2019-07-21T02:04:33.310000Z,-42.623499,171.93112,9.749,HypoDD,1.38,190.9037,81.02919,22.84287,30.4127108401894
2019-07-21T04:20:33.600000Z,-42.724772,171.752816,8.165,HypoDD,0.34,NA,NA,NA,NA
2019-07-21T09:07:17.490000Z,-42.776286,171.720687,5.99,HypoDD,0.43,NA,NA,NA,NA
2019-07-21T14:36:29.610000Z,-42.784147,171.455534,3.343,HypoDD,0.21,NA,NA,NA,NA
2019-07-21T21:39:44.760000Z,-42.698494,171.716927,6.507,HypoDD,0.87,NA,NA,NA,NA
2019-07-22T04:06:06.030000Z,-42.878125,171.766927,11.216,HypoDD,0.86,NA,NA,NA,NA
2019-07-22T04:08:14.490000Z,-42.663078,171.885693,3.044,HypoDD,1.59,195.4356,79.91277,14.22068,28.8482809849817
2019-07-22T14:29:41.158326Z,-42.769498,171.434856,4.482,NonLinLoc,0.6,231.5444,84.10255,165.0931,31.1291772219626
2019-07-22T14:35:04.050000Z,-42.77856,171.660628,7.914,HypoDD,1.16,218.6236,21.54467,-99.2445,31.3540688643648
2019-07-22T23:08:14.260000Z,-42.86071,171.68514,11.509,HypoDD,1.11,NA,NA,NA,NA
2019-07-23T07:35:34.010000Z,-42.844145,171.602751,6.464,HypoDD,0.37,NA,NA,NA,NA
2019-07-23T10:11:57.140000Z,-42.95531,171.852165,14.733,HypoDD,1.94,46.83469,88.65847,165.1115,27.8313941303115
2019-07-23T12:18:10.880000Z,-42.762174,171.722396,12.235,HypoDD,0.61,NA,NA,NA,NA
2019-07-23T15:25:50.900000Z,-42.629911,171.77028,8.99,HypoDD,0.43,NA,NA,NA,NA
2019-07-23T20:43:36.140000Z,-42.873197,171.609896,7.311,HypoDD,0.86,NA,NA,NA,NA
2019-07-23T22:05:42.960000Z,-42.874919,171.608822,8.835,HypoDD,0.52,NA,NA,NA,NA
2019-07-24T04:22:04.150000Z,-42.776628,171.614404,9.89,HypoDD,0.12,NA,NA,NA,NA
2019-07-24T05:35:26.030000Z,-42.76971,171.672754,7.845,HypoDD,0.92,58.20066,78.57157,161.2606,28.4010524380551
2019-07-24T06:02:42.831147Z,-42.595299,171.666399,3.723,NonLinLoc,0.27,NA,NA,NA,NA
2019-07-24T10:03:03.830000Z,-42.669784,171.820752,12.92,HypoDD,0.51,NA,NA,NA,NA
2019-07-24T10:05:48.750000Z,-42.674792,171.860807,10.512,HypoDD,0.42,NA,NA,NA,NA
2019-07-24T13:48:13.401596Z,-42.725763,171.721964,6.802,NonLinLoc,0.46,NA,NA,NA,NA
2019-07-24T21:47:11.100000Z,-42.757304,171.794141,10.116,HypoDD,0.9,NA,NA,NA,NA
2019-07-25T11:14:10.000000Z,-42.677974,171.853532,10.698,HypoDD,1.12,NA,NA,NA,NA
2019-07-26T05:45:47.620000Z,-42.880562,171.439762,6.679,HypoDD,0.41,NA,NA,NA,NA
2019-07-26T07:54:53.300000Z,-43.018705,171.443538,12.442,HypoDD,1.31,NA,NA,NA,NA
2019-07-26T19:52:43.040000Z,-42.879919,171.713623,11.435,HypoDD,0.76,NA,NA,NA,NA
2019-07-27T00:26:16.550000Z,-42.767558,171.763477,3.912,HypoDD,0.14,NA,NA,NA,NA
2019-07-27T00:56:59.900000Z,-42.912716,171.818376,13.422,HypoDD,0.72,NA,NA,NA,NA
2019-07-27T06:29:08.860000Z,-42.748132,171.588363,10.113,HypoDD,0.63,69.41739,44.40942,127.0029,31.326796801939
2019-07-27T08:44:17.890000Z,-42.725932,171.756527,7.091,HypoDD,0.2,NA,NA,NA,NA
2019-07-28T09:25:41.097675Z,-42.836137,171.649652,6.802,NonLinLoc,0.51,NA,NA,NA,NA
2019-07-28T15:48:46.820000Z,-42.671195,171.854818,12.398,HypoDD,0.34,NA,NA,NA,NA
2019-07-28T23:39:15.680000Z,-42.906604,171.44974,5.533,HypoDD,0.93,NA,NA,NA,NA
2019-07-29T14:18:12.166789Z,-42.70055,171.697123,9.36,NonLinLoc,-0.03,NA,NA,NA,NA
2019-07-29T18:24:20.960000Z,-42.76853,171.674902,9.679,HypoDD,0.82,NA,NA,NA,NA
2019-07-30T10:02:01.990000Z,-42.800281,171.652799,7.392,HypoDD,0.72,216.3167,60.07047,158.2662,30.5435252121184
2019-07-31T00:29:30.770000Z,-42.72526,171.704183,8.966,HypoDD,0.47,NA,NA,NA,NA
2019-07-31T15:20:24.060000Z,-42.864917,171.61901,8.268,HypoDD,4,230.5591,73.87418,145.3907,26.2302274699935
2019-07-31T15:26:57.300000Z,-42.867615,171.621517,8.237,HypoDD,0.97,NA,NA,NA,NA
2019-07-31T15:28:04.990000Z,-42.865755,171.617952,6.335,HypoDD,-0.1,NA,NA,NA,NA
2019-07-31T15:31:24.020000Z,-42.867074,171.621126,8.135,HypoDD,1.27,256.07,59.10126,169.0919,28.1622549725362
2019-07-31T15:36:58.820000Z,-42.866374,171.621305,8.182,HypoDD,1.22,NA,NA,NA,NA
2019-07-31T15:56:14.900000Z,-42.866048,171.614567,7.092,HypoDD,0.42,NA,NA,NA,NA
2019-07-31T16:03:16.602115Z,-42.628779,171.608915,1.555,NonLinLoc,0.38,NA,NA,NA,NA
2019-07-31T16:21:54.240000Z,-42.86792,171.619434,8.407,HypoDD,0.53,NA,NA,NA,NA
2019-07-31T16:42:07.115715Z,-42.853265,171.614736,7.149,NonLinLoc,0.15,NA,NA,NA,NA
2019-07-31T17:45:52.160000Z,-42.868355,171.622607,8.305,HypoDD,0.71,NA,NA,NA,NA
2019-07-31T18:53:40.040000Z,-42.866838,171.619906,8.194,HypoDD,1.73,246.7848,66.34768,-166.388,26.9117064744857
2019-07-31T19:18:23.840000Z,-42.866484,171.619873,7.773,HypoDD,0.51,NA,NA,NA,NA
2019-07-31T20:05:28.040000Z,-42.86792,171.621891,8.148,HypoDD,1.09,NA,NA,NA,NA
2019-07-31T22:38:06.920000Z,-42.72513,171.749951,7.961,HypoDD,0.28,NA,NA,NA,NA
2019-08-01T00:39:18.340000Z,-42.854989,171.624463,7.798,HypoDD,0.59,NA,NA,NA,NA
2019-08-01T02:52:47.000000Z,-42.865625,171.618604,8.183,HypoDD,0.88,NA,NA,NA,NA
2019-08-01T02:52:47.070000Z,-42.862736,171.616846,7.759,HypoDD,0.93,NA,NA,NA,NA
2019-08-01T02:52:47.100000Z,-42.862854,171.617757,7.98,HypoDD,0.93,NA,NA,NA,NA
2019-08-01T05:48:51.340464Z,-42.706247,171.608406,-1.913,NonLinLoc,0.45,NA,NA,NA,NA
2019-08-01T06:43:30.790000Z,-42.677165,171.769727,10.803,HypoDD,0.48,NA,NA,NA,NA
2019-08-01T07:13:31.080000Z,-42.769674,171.672607,7.899,HypoDD,1.7,178.3718,82.28879,12.79189,28.3019801984751
2019-08-01T07:45:24.000000Z,-42.864844,171.619434,8.077,HypoDD,0.51,NA,NA,NA,NA
2019-08-01T08:13:37.857230Z,-42.8846,171.613753,6.845,NonLinLoc,0.13,NA,NA,NA,NA
2019-08-01T09:14:03.403622Z,-43.000022,171.298921,12.742,NonLinLoc,0.61,NA,NA,NA,NA
2019-08-01T09:24:59.040000Z,-42.864518,171.621663,8.133,HypoDD,0.8,NA,NA,NA,NA
2019-08-01T14:09:08.647277Z,-42.856558,171.586583,-1.827,NonLinLoc,0.18,NA,NA,NA,NA
2019-08-02T00:04:36.160000Z,-42.623112,171.933724,9.33,HypoDD,1.3,NA,NA,NA,NA
2019-08-02T02:19:16.070000Z,-42.865503,171.618066,8.297,HypoDD,0.49,NA,NA,NA,NA
2019-08-02T04:37:45.546341Z,-42.857834,171.613152,10.791,NonLinLoc,0.62,NA,NA,NA,NA
2019-08-02T06:13:50.430000Z,-42.921305,171.445898,6.974,HypoDD,0.93,NA,NA,NA,NA
2019-08-02T06:14:45.080000Z,-42.867456,171.621663,8.234,HypoDD,1.25,246.4587,66.15151,-166.783,28.7307458842593
2019-08-02T14:45:24.100000Z,-42.863721,171.612044,6.475,HypoDD,0.32,NA,NA,NA,NA
2019-08-02T15:21:27.940000Z,-42.643758,171.888672,12.079,HypoDD,0.66,NA,NA,NA,NA
2019-08-02T15:49:55.972120Z,-42.688121,171.890631,3.29,NonLinLoc,0.6,NA,NA,NA,NA
2019-08-02T16:55:15.040000Z,-42.869149,171.623226,8.338,HypoDD,1.27,246.3726,64.59472,-167.081,28.3747000074006
2019-08-02T22:19:03.820000Z,-42.685453,171.877376,9.798,HypoDD,0.92,NA,NA,NA,NA
2019-08-03T01:30:03.830000Z,-42.644014,171.86901,9.906,HypoDD,0.97,NA,NA,NA,NA
2019-08-03T05:21:46.950000Z,-42.867078,171.616016,7.11,HypoDD,0.75,NA,NA,NA,NA
2019-08-03T05:21:47.810000Z,-42.870927,171.607601,3.311,HypoDD,0.77,NA,NA,NA,NA
2019-08-03T13:01:11.710000Z,-42.769491,171.487256,6.32,HypoDD,0.8,NA,NA,NA,NA
2019-08-04T02:36:17.136893Z,-42.747795,171.982049,5.805,NonLinLoc,1.03,NA,NA,NA,NA
2019-08-04T18:42:37.980000Z,-42.714494,171.740755,10.912,HypoDD,0.31,NA,NA,NA,NA
2019-08-04T19:11:33.960000Z,-42.756567,171.47596,6.383,HypoDD,0.69,96.22177,31.7897,-126.438,29.6177082069797
2019-08-04T22:26:48.969566Z,-42.685641,171.651011,1.295,NonLinLoc,-0.08,NA,NA,NA,NA
2019-08-05T06:58:43.200000Z,-42.875256,171.724821,9.815,HypoDD,0.8,NA,NA,NA,NA
2019-08-05T17:16:28.040000Z,-42.783765,171.610449,7.345,HypoDD,0.32,NA,NA,NA,NA
2019-08-05T18:51:51.840000Z,-42.626705,171.826497,9.909,HypoDD,0.55,NA,NA,NA,NA
2019-08-05T21:35:40.040000Z,-42.799577,171.648486,7.465,HypoDD,2.28,86.61861,79.00805,-143.129,28.6778718678855
2019-08-05T23:38:05.300000Z,-42.784684,171.625635,4.632,HypoDD,0.11,NA,NA,NA,NA
2019-08-06T08:02:26.040000Z,-42.866573,171.61556,7.813,HypoDD,0.39,NA,NA,NA,NA
2019-08-06T09:12:05.090000Z,-42.810018,171.909473,11.451,HypoDD,0.8,324.8595,87.02645,2.842785,31.8617662139826
